Date	Type	ID	Title	Location1	Location2	Description	Area	Bedrooms	Legal	WC	House orientation	Furniture	Price
09/10/2024	Tin Thường	121315	HẺM XE HƠI THÔNG - Ô TÔ VÀO NHÀ - SÁT MẶT TIỀN PHẠM VĂN CHIÊU - MỚI ĐẸP SANG XỊN FULL NỘI THẤT	Gò Vấp , Hồ Chí Minh	Đường 51, Phường 14, Gò Vấp	"Vị trí siêu đẹp, hẻm xe hơi thông, gara ô tô, thông Phạm Văn Chiêu, Quang Trung, gần Emart, trường học, chợ...giáp Quận 12, Bình Thạnh, Tân bình.,
,
-- Nhà mới, sang, đẹp, 1 trệt 3 lầu 1 sân thượng. Tổng 5 PN 6WC full nội thất,
,
-- Sổ hồng riêng, nở hậu, pháp lý chuẩn, công nhận 90m2 diện tích sand 243m2, sang tên ngay, có hỗ trợ bank cho khách"	90	5	Sổ đỏ/ Sổ hồng	4	nan	nan	7 tỷ 900 triệu
09/10/2024	Tin Thường	121323	☘️☘️☘️Chủ Cần Tiền Bán Gấp căn NHÀ ĐẸP đường số 21 P8 Q.Gò Vấp- Giá 8,29tỷ thượng lượng	Gò Vấp , Hồ Chí Minh	Đương số 21	"▪️ Hướng : Đông Nam ,
▪️ Kết cấu : 1 trệt 3 lầu sân thượng gồm 1 sân vườn rộng gara xe hơi phòng khách bếp 3 pn trong đó 1 pn master 5 tolet phòng thờ sân thượng trước sau,
▪️ Đường : 5m xe hơi vào nhà nhà đậu được 2 chiếc,
▪️ Diện tích : Ngang 4.5m dài 13m,
▪️ Pháp lý : Sổ hồng riêng,
▪️ Nội thất bàn giao : Full option ,
,
🌹 Vị trí: Gần Ngã 3 Tân Sơn va Quang Trung ,
,,,
🌹Pháp Lý: sổ hồng riêng, công chứng ngay.,"	50	4	Sổ đỏ/ Sổ hồng	3	nan	nan	7 tỷ 900 triệu
08/10/2024	Tin Thường	121276	NHÀ NHỎ QUẬN 3 – 23M2 – HOÀNG SA – 2 TẦNG – SÁT MẶT TIỀN – 2.X TỶ	Quận 3 , Hồ Chí Minh	Hoàng Sa, Quận 3	"- Nhà 1 trệt, 1 lầu. Cách 3 căn ra mặt tiền Hoàng Sa.
- Đang có dòng tiền cho thuê 7tr/tháng.
- Sổ rõ ràng, HCĐ.
- Chỉ 2.75 t.ỷ TL người thiện chí.
- L/H: #Thịnh_0986099894 xem nhà."	23	2	Sổ đỏ/ Sổ hồng	2	nan	nan	2 tỷ 750 triệu
08/10/2024	Mã tin	121279	🍀💥Cho thuê căn hộ chung cư Sky Garden Phú Mỹ Hưng, Quận 7💥🍀	Quận 7 , Hồ Chí Minh	PPM4+R96, Nguyễn Đổng Chi, Khu đô thị Phú Mỹ Hưng, Quận 7, Hồ Chí Minh	"🍀💥Cho thuê căn hộ chung cư Sky Garden Phú Mỹ Hưng, Quận 7💥🍀
🏪 Gần trường học & Bệnh viện Quốc tế, Chợ Tân Mỹ - Tân Quy, TTTM Vivo City, Cresent Mall, Lotte Q7, Đại Học Tôn Đức Thắng, RMIT, HV An Ninh,...
☘️ Đ𝕒̣̆𝕔 𝕓𝕚𝕖̣̂𝕥:
• 𝐇𝐚̀𝐧𝐠 𝐱𝐨́𝐦 𝐯𝐚̆𝐧 𝐦𝐢𝐧𝐡, đ𝐨𝐚̀𝐧 𝐤𝐞̂́𝐭.
• 𝐕𝐢𝐞𝐰 𝐭𝐡𝐨𝐚́𝐧𝐠 𝐯𝐢̃𝐧𝐡 𝐯𝐢𝐞̂̃𝐧 𝐯𝐚̀ 𝐬𝐚̂𝐧 𝐜𝐡𝐮𝐧𝐠 𝟓𝟎𝟎𝐦𝟐 𝐬𝐮̛̉ 𝐝𝐮̣𝐧𝐠 𝐫𝐢𝐞̂𝐧𝐠.
🍀💥68.66m
2 phòng ngủ 2 vệ sinh💥🍀
nhà mới 100% full nội thất
📲Lh: 0902896598"	69	2	Sổ đỏ/ Sổ hồng	2	Bắc	nội thất đầy đủ	20 triệu/tháng
08/07/2024	Tin Thường	115637	Bán Nhà MẶT TIỀN KD đường Trường Sơn,Q.Tân Bình,DT:4,5mx23m,KC:4 lầu,,Giá:18,5 tỷ	Tân Bình , Hồ Chí Minh	Đường Trường Sơn, 4	"Bán Nhà MẶT TIỀN KD đường Nguyễn Trọng Lội Phường 4,QuậnTân Bình,
DT:4,5mx23m,
KC:TRỆT,3 lầu
Pháp lý sổ hồng đầy đủ.
Giá Bán: 18,5 tỷ còn thương lượng.
Cập nhật thêm thông tin chi tiết pháp lý, giá bán hoặc xem nhà liên hệ 0932613054"	404	8	Sổ đỏ/ Sổ hồng	10	nan	nan	18 tỷ 500 triệu
07/10/2024	Tin Thường	121253	[QUẬN 1] Cho thuê NHÀ NGUYÊN CĂN CHÍNH CHỦ - 1 bếp 2 phòng ngủ 2 wc	Quận 1 , Hồ Chí Minh	53/8 Hồ Hảo Hớn P. Cô Giang Q. 1	"- Quận 1 hẻm yên tĩnh, an ninh, có camera. Gần chợ, ĐH Mở - ĐH Văn lang, Vinmart, siêu thị 24h, bệnh viện, trường cấp 1-2-3,...
- Giá 11.000.000/tháng (thỏa thuận) - chưa bao gồm điện nước cáp internet
- Nội that cơ bản, tủ lạnh, máy giặt, nước nóng lạnh - dọn vào ở ngay. Mỗi tầng có ban công riêng, sân thượng thoáng mát
- Thích hợp cho sinh viên/người đi làm ở ghép, gia đình ...
- Liên hệ: 0937 537 124 Cô Xuân"	14	2	Mức giá	2	nan	Nội thất cơ bản	11 triệu/tháng
07/10/2024	Tin Thường	121257	Bán Nhà Quận 6 - Kinh Dương Vương - Hẻm Xe Tải - 65M - Nhỉnh 10 Tỷ	Quận 6 , Hồ Chí Minh	Kinh Dương Vương, Phường 13, Quận 6	"Cần bán nhà Đường Kinh Dương Vương, Phường 13, Quận 6, Hồ Chí Minh.
Pháp lý rõ ràng.
Số tầng: 3
Giá: 10,8 tỷ VND
Diện tích: 65 m2
Số phòng ngủ: 4
Số toilet: 4
Nhà được xây dựng chắc chắn với thiết kế hiện đại, phù hợp cho gia đình lớn.
Vị trí thuận lợi, dễ dàng di chuyển đến các khu vực lân cận. Ngay sát khu ẩm thực.
Không gian sống thoải mái với đầy đủ tiện nghi."	65	4	Sổ đỏ/ Sổ hồng	4	nan	nan	10 tỷ 800 triệu
14/07/2024	Tin Thường	115697	BÁN NHÀ - ĐƯỜNG NGUYỄN DUY TRINH - PHÚ HỮU - Q9 – 107M2 – GIÁ GẦN 6 TỶ	Quận 9 , Hồ Chí Minh	Đường Nguyễn Duy Trinh	"Nhà 3 tầng - hẻm xe hơi, 107m2
- Thiết kế thân thiện, sạch đẹp & thoáng mát.
- Khu an ninh, yên tĩnh, hàng xóm thân thiện
- Đang cho thuê 8 triệu /tháng
- Gần Chợ, UBND phường, trường mầm non, cấp 1, cấp 2, công viên Phú Hữu.
- Tới Global City, cảng Phú Hữu chỉ 5 phút, Vinhome Grand Park chỉ 10 phút
- Gần trục giao thông huyết mạch TPHCM – Long Thành Dầu Giây, cảng Cát Lái – Khu CN Cao
- Sổ hồng riêng, sẵn sàng công chứng ngay.
- Làm việc chính chủ.
---------------------------------------------------------
☎ 0938.263.116 (gọi/zl) gặp Hợp – Chuyên nhà phố Quận 9, liên hệ ngay để có thêm nhiều căn nhà đẹp
#dinhlonghop GCR22#1C.E"	107	nan	Sổ đỏ/ Sổ hồng	nan	nan	nan	5 tỷ 999 triệu
15/07/2024	Tin Thường	115701	Bán nhà đường Số 5, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh (Nhà ngay phường trung tâm, tiện ích	Thủ Đức , Hồ Chí Minh	Đường 1, Linh Chiểu	Bán nhà đường Số 5, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh (Nhà ngay phường trung tâm, tiện ích bao la.- Nhà 1 trệt, gác lửng.- Diện tích đất 5x12=61m². Sàn 87m². 2 phòng ngủ.- Nhà thuộc khu dân trí cao.- Vị trí: Gần nhà văn hóa thiếu nhi, ra đường Võ Văn Ngân và đường Hoàng Diệu 2 chỉ 1 khúc; Gần trường đại học Sư Phạm và trường đại học Ngân Hàng.- Đường 3m. Cách đường xe hơi 1 căn nhà.- Giá bán 4 tỷ 350 triệu, thương lượng.	60	nan	Sổ đỏ/ Sổ hồng	nan	nan	nan	4 tỷ 350 triệu
21/07/2024	Tin Thường	115811	#bán_gấp Bán căn Shophouse mặt tiền đường Quách Điêu nối dài	Bình Chánh , Hồ Chí Minh	Bình chánh HCM	"Diện tích: 125m2
Kết cấu: 1 trệt 3 lầu, gác lứng, 6PN, 3WC.
Vị trí cực nét: Ngay mặt tiền đường Quách Điêu nối dài.
Tiện ích bao quanh không thiếu một thứ gì: #chợ, trường học, bệnh viện, ngân hàng....
Hệ thống giao thông: thuận tiện đi về các hướng trong thành phố, và các khu vực lân cận.
Sổ hồng công chứng sang tên trong vòng 1nốt nhạc.
Khách hàng tài chính không đủ bank hổ trợ.
Liên hệ ngay: 0935218356 - 0931828081 xem nhà và làm việc trực tiếp.
#letrangland #nhaphobinhchanh #nhaphogiare #Chinhchucanban"	75	6	Sổ đỏ/ Sổ hồng	4	nan	nan	7 tỷ
21/07/2024	Mã tin	115813	BÁN NHÀ SIÊU ĐẸP TẠI QUẬN 7 . 52M2 ,GIÁ NHỈNH 5 TỶ	Quận 7 , Hồ Chí Minh	NGUYỄN THỊ THẬP , QUẬN 7	"BÁN NHÀ SIÊU ĐẸP TẠI QUẬN 7 . 52M2 ,GIÁ NHỈNH 5 TỶ
📍Vị trí đẹp ,ngây trung tâm, 2 phút đến Phú Mỹ Hưng.5 phút qua quận 1, quận 5 , quận 8
💢 Nhà mới full nội thất cực đẹp. Sách vali vào ở luôn.
💢 Kết cấu 2 tầng ,2 phòng ngủ ,3 wc.
🚘 Xe hơi đậu cách nhà vài căn, sân rộng đậu được nhiều xe máy.
📕 Sổ vuông A4 hoàn công
☎️Liên hệ Hằng xem nhà , miễn trung gian..."	52	2	Sổ đỏ/ Sổ hồng	3	nan	nan	5 tỷ 380 triệu
21/07/2024	Tin Thường	115814	Cho thuê NNC Điện Biên Phủ Bình Thạnh ngang 8,5m. Giá 20tr	Bình Thạnh , Hồ Chí Minh	Đường Điện Biên Phủ, 21	"Cho thuê NNC Điện Biên Phủ, Phường 21, Quận Bình Thạnh
- Diện tích: 8.5 x 6m
- Kết cấu: 1 Trệt 2 Lầu Đúc, 2 sân thượng, 3 Phòng ngủ lớn.
- Đầy đủ nội thất cao cấp bàn giao tất cả
- Vị trí đắc địa ngay trung tâm Bình Thạnh.
- Thuận tiện di chuyển các quận trung tâm lân cận như Q1, Q3, Q10, Phú Nhuận v.v …
- Giá thuê: 20 triệu/ tháng
+++ Liên hệ Thảo xem nhà trực tiếp 24/7"	51	3	Sổ đỏ/ Sổ hồng	3	nan	nan	20 triệu/tháng
21/07/2024	Tin Thường	115817	tiến Anh - đi nước ngoài gấp bán nhà ( Nguyễn Trọng Tuyển ) 25m2, 2 Tầng, 2PN chỉ 5 tỷ 5	Phú Nhuận , Hồ Chí Minh	Đường Nguyễn Trọng Tuyển, 1	"Chính Chủ gấp bán nhà ( Trương Quốc Dung ) , hẻm thông , 25m2, 2 Tầng, 2PN chỉ 5 tỷ 5


Mô tả:
👉Đường trước nhà: 4m.
👉Kết cấu: , 2 tầng 1 trệt, 1 lầu, 2 phòng ngủ , 2WC.
👉Công năng: nhà ngay chợ thị nghè , hàng xanh , hẻm lịch sự
👉Ngân hàng hỗ trợ vay 3 tỷ.
💰 5 tỷ 5 ( KHÁCH THIỆN CHÍ THƯƠNG LƯỢNG CHÍNH CHỦ )
Huỳnh Thanh Tiến Anh 0707046323"	25	2	Sổ đỏ/ Sổ hồng	2	nan	nan	5 tỷ 500 triệu
22/07/2024	Tin Thường	115827	Bán nhà 2.6 tỷ Lý Thường Kiệt Q10, NHÀ ĐẸP 3 TẦNG, khu an ninh, yên tĩnh. Nhà đẹp ở ngay	Quận 10 , Hồ Chí Minh	Đường Lý Thường Kiệt, 14	"+ Kết cấu: Nhà 3 tầng, 3WC, có thể ở ngay.

+ Khu an ninh, yên tĩnh, dân trí, hẻm thông tứ tung.

+ Vị trí kế Tô Hiến Thành, 3 tháng 2, trường ĐH Bách Khoa, nhà thi đấu Phú Thọ, bệnh viện 115, chợ Nhật Tảo, tiện ích vây quanh.

+ Giá bán 2.6 tỷ thương lượng, chủ cần bán gấp.

+ Sổ hồng riêng, công chứng nhanh.

+ Liên hệ Mr Thành – sđt/zalo: 0901.493.156"	16	4	Sổ đỏ/ Sổ hồng	3	nan	nan	2 tỷ 600 triệu
22/07/2024	Tin Thường	115833	Nhà Quận 6 Chỉ 3 Tỷ - DTSD >150m² - 5 TẦNG BTCT - HẺM 4M - AN NINH	Quận 6 , Hồ Chí Minh	Phường 14, Quận 6, Hồ Chí Minh	"Nhà Quận 6 Chỉ 3 Tỷ - DTSD >150m² - 5 TẦNG BTCT - HẺM 4M - AN NINH
✅ Gồm: 4 phòng ngủ, 4 tolet, phòng khách, bếp.,,
✅ Vị trí: Nằm gần Trường học các cấp, gần chợ, Bệnh viện, Uỷ Ban Quận.,,
✅ Hẻm 4m, cách hẻm xe hơi 1 căn.,
✅ Khu vực: Khu vực an ninh yên tĩnh, dân trí cao nhà xây dựng đồng đều.,,
✅ Pháp lý: Chuẩn, Sổ hồng công chứng 1p30s.

LIÊN HỆ : 0974171700 - Hoàng Việt
CHUYÊN MUA BÁN KÝ GỬI NHÀ QUẬN 5 - QUẬN 6
NHÀ GIÁ RẺ ĐẦU TƯ !!"	32	4	Sổ đỏ/ Sổ hồng	nan	nan	nan	3 tỷ
22/07/2024	Tin Thường	115834	Bán nhà HẺM XE HƠI TRÁNH TÂN HOÁ, chỉ 4.6 TỶ, KHU AN NINH, YÊN TĨNH, DÂN TRÍ CAO	Quận 6 , Hồ Chí Minh	Đường Tân Hóa, 10	"Bán nhà HẺM XE HƠI TRÁNH TÂN HOÁ, chỉ 4.6 TỶ, KHU AN NINH, YÊN TĨNH, DÂN TRÍ CAO

- Diện tích : 3.95mx9.5m

-Kết cấu 3 tầng với 3 PN , 3WC.

-Hẻm nhựa 6m xe hơi tránh, thông qua Đặng Nguyên Cẩn

Ms Tuyền 0909.738.688 - Zalo 24/24 - Tư vấn pháp lý - Hỗ trợ miễn phí"	38	nan	Sổ đỏ/ Sổ hồng	4	nan	nan	4 tỷ 600 triệu
22/07/2024	Tin Thường	115835	BÁN LÔ GÓC HƯƠNG GIANG - P15, QUẬN 10 - 5 TẦNG - 66M2 - 17,8 TỶ	Quận 10 , Hồ Chí Minh	Đường Hương Giang, 15	"Mặt tiền lô góc , 5 tầng, tổng thu nhập hơn 100 triệu/tháng.
Nhà gồm 1 trệt, 1 lầu và 3 tầng, sân thượng BTCT. Tổng cộng có 6 phòng ngủ và 6 phòng vệ sinh.
- **Hiệu suất cho thuê cao:** Tầng trệt hiện đang kinh doanh với thu nhập cho thuê khoảng 50 triệu/tháng, tổng thu nhập hơn 100 triệu/tháng.
- **Tiện ích:** Nhà rộng rãi, có chỗ đậu xe ô tô, kinh doanh đa ngành nghề. Thích hợp mở văn phòng, cửa hàng kinh doanh, spa, nha khoa, salon, nail,...
- **Kinh tế phát triển:** Nằm trong khu vực kinh tế phát triển mạnh, các trục đường chính tạo nên chuỗi kinh doanh liên hoàn.
- **Pháp lý rõ ràng:** Sổ hồng sạch, pháp lý chuẩn, sang tên nhanh chóng.
**Lý do bán:** Chủ nhà chuẩn bị đi định cư Mỹ, cần bán nhanh. Cơ hội vàng cho khách hàng có nhu cầu đầu tư, mang tiền là mua ngay.
Bán nhà mặt tiền kinh doanh Quận 10 giá tốt
Nhà lô góc 2 mặt tiền khu VIP Bắc Hải
Nhà 5 tầng 66m2 Phường 15, Quận 10
Nhà phố kinh doanh cực chất Quận 10
Nhà mặt tiền rộng rãi có chỗ đậu ô tô Quận 10
Bán nhà khu VIP gần công viên Trắng Quận 10
Nhà kinh doanh hiệu suất cao 100 triệu/tháng Quận 10
Bán nhà gấp đi định cư Mỹ Phường 15, Quận 10
Nhà 6 phòng ngủ 6WC mặt tiền Quận 10
Nhà mặt tiền Phường 15, Quận 10 sổ hồng chính chủ"	66	6	Sổ đỏ/ Sổ hồng	6	nan	nan	17 tỷ 800 triệu
22/07/2024	Tin Thường	115836	BÁN NHÀ MẶT TIỀN ĐƯỜNG NGUYỄN NGỌC LỘC - P14 - Q10 - 80M2 - 7,9 TỶ	Quận 10 , Hồ Chí Minh	Đường Nguyễn Ngọc Lộc, 14	"- **Ngân hàng định giá cao:** Ngân hàng OCB định giá 9 tỷ, chủ nhà đang cầm ngân hàng 5 tỷ, cần bán gấp.
- **Diện tích:** Tổng diện tích gần 80m2, diện tích công nhận trên sổ 60m2.
- **Kết cấu:** Nhà gồm 1 trệt và 1 lầu, với 3 phòng ngủ và 3 phòng vệ sinh. Có 2 mặt cho thuê, tạo dòng tiền ổn định.
- **Pháp lý rõ ràng:** Sổ hồng mới tinh năm 2024, chính chủ.

Bán nhà mặt tiền Nguyễn Ngọc Lộc Quận 10 giá tốt
Nhà 80m2 mặt tiền Phường 14 Quận 10
Nhà 2 tầng có dòng tiền Quận 10
Nhà chính chủ sổ hồng 2024 Quận 10
Bán nhà gấp đường Nguyễn Ngọc Lộc Phường 14
Nhà mặt tiền kinh doanh Nguyễn Ngọc Lộc Q10
Nhà 3 phòng ngủ 3WC Quận 10
Bán nhà dưới giá ngân hàng định giá Quận 10
Nhà mặt tiền Phường 14 Quận 10 chính chủ
Nhà mặt tiền Phường 14 Quận 10 chính chủ"	80	2	Sổ đỏ/ Sổ hồng	2	nan	nan	7 tỷ 900 triệu
22/07/2024	Tin Thường	115837	76m - Dương Thị Mười - HXH - 3.45 tỷ	Quận 12 , Hồ Chí Minh	Đường Dương Thị Mười, Tân Chánh Hiệp	"- Diện tích: 4 x 19 - Dương Thị Mười
- Đường xe hơi thông
- Nhà 4 Tầng - 4 PN - 4 WC
- Giá 3.45 tỷ"	76	4	Sổ đỏ/ Sổ hồng	4	nan	nan	3 tỷ 450 triệu
22/07/2024	Tin Thường	115838	Cho thuê nhà - văn phòng hẻm 7m Sư Vạn Hạnh, cách Vạn Hạnh mall 250m, 400m2, 4 tầng. Thương lượng	Quận 10 , Hồ Chí Minh	Đường Sư Vạn Hạnh, 10	"- Cho thuê nhà riêng - văn phòng tại hẻm Sư Vạn Hạnh, cách Vạn Hạnh Mall 350m.
- Nằm tại trung tâm quận 10, nên thuận tiện di chuyển, kinh doanh, giao thương với các quận.
- Hẻm 7m, khu kinh doanh sầm uất, tập trung nhiều văn phòng, Spa, salon, mắt kính...
- Mặt tiền 7x15m, gồm: 3 tầng, 1 sân thượng, 1 tum.
- Tổng diện tích sử dụng: 400m2, chia thành 1 không gian sảnh lớn tầng trệt, garage gửi xe, 5 phòng 50m2, 2 phòng phụ 15m2, bếp.
- Thích hợp làm văn phòng, spa, nha khoa, nail, salon, kinh doanh, kho bãi."	400	5	Sổ đỏ/ Sổ hồng	6	nan	nan	60 triệu/tháng
